Municipality_code;Oral_Health_Strategy_coverage;Primary_health_coverage_for_poor_residents_.last.year.;Vaccination_coverage_...;Low_birth_weight_...;Hospital_beds_per_10.000_residents;Family_Health_Strategy_teams_per_10.000_residents;Ultrasound_machines._per_10.000_live_births;cesarean_deliveries;Xray_machines_per_10.000_residents;Life_support_equipment_per_10.000_residents;Mammographies_per_100_women
2705408;94.62;100;76.12;5.38;0;4.3;76.9;25.38;1.4;0;9
2705507;100;100;61.98;7.44;20.2;3.7;41.3;30.17;0.7;3;2
2705606;55.43;96.39;98.66;8.81;0;2.5;103.6;45.08;0;0;5
2705705;100;100;64.88;7.82;22.6;3.4;23.7;30.33;0.5;1;7
2705804;100;100;87.76;3.87;0;3.5;0;31.49;0;0;10
2705903;100;60.45;63.05;3.17;0;4;158.7;49.21;0;0;4
2706000;95.26;100;77.9;3.78;0;3.6;54.1;33.51;0;0;11
2706109;29.99;78.23;104;5.53;0;2.7;0;30.88;0;0;13
2706208;100;100;76.38;5.75;0;3.9;0;27.59;0;0;5
2706307;99.84;90.95;68.58;7.1;15.3;3.1;60.4;61.86;0.7;3;10
2706406;84.37;85.6;74.12;4.7;22.7;2.9;21.4;32.48;0.4;3.8;4
2706422;100;100;87.06;6.77;0;4.9;0;30.21;0;0;20
2706448;67.5;88.05;78.69;8.24;0;1.8;0;62.09;0;0;3
2706505;100;100;77.72;6.67;18.3;4.1;35.1;56.84;0.7;2.7;8
2706604;100;100;79.42;4.92;21.5;4;82;39.34;0;0;16
2706703;84.72;98.23;65.1;4.69;27.2;2.8;38.3;49.33;1.7;2.3;11
2706802;95.37;99.52;76.69;5.88;9.9;3.5;34.6;44.29;0.6;0;7
2706901;100;100;77.28;7.43;12.3;3.9;99;57.26;0.6;1.2;43
2707008;100;92.42;73.69;10.53;0;3.5;0;55.26;0;0;4
2707107;96.19;83.64;76.81;7.78;16.9;3;20;30.34;0.9;0;10
2707206;83.05;72.21;74.32;4.41;0;2.2;0;33.09;0.7;0;8
2707305;100;100;89.92;6.11;15.6;3.9;39.4;42.6;0.8;1.2;5
2707404;100;100;79.12;7.81;0;4.7;78.1;51.56;0;0;2
2707503;37.39;100;77.67;4.64;0;3.6;66.2;39.07;0;0;2
2707602;100;100;71.12;7.03;24.4;4.4;54.1;38.38;1.7;2.6;7
2707701;25.44;84.07;79.37;8.95;18.8;2.5;0;59.27;0.3;1.3;7
2707800;100;100;87.98;6.38;0;4.5;0;46.81;1.5;0;5
2707909;100;100;66.9;10.99;0;4.4;0;57.14;0;0;9
2708006;55.26;61.79;75.16;8.01;30.7;2;11.3;39.39;0.7;2.2;15
2708105;100;100;89.1;7.26;0;4.6;0;32.96;0.9;0;3
2708204;97.71;100;82.37;3.37;38.7;4.5;112.4;26.97;0;0;1
2708303;100;100;75.21;6.7;22;3.5;25.8;39.69;0.4;1.3;7
2708402;44;95.66;84.96;8.66;6.6;3.3;15.5;25.66;0;0.3;4
2708501;73.47;100;73.88;8.23;7.1;3.7;14.4;44.16;0.6;0.9;5
2708600;70.19;77.69;67.74;7.62;14.5;2.6;44.2;48.84;0.9;1.8;12
2708709;100;100;107.89;5.15;0;4.2;0;56.62;0;0;6
2708808;100;93.22;71.89;7.05;2.5;4.1;15.7;42.32;0.3;0;4
2708907;100;100;97.26;10.24;0;4.1;0;58.43;0;0;18
2708956;78.95;100;82.92;6.43;0;3.8;0;23.29;0;0;6
2709004;100;100;67.06;7.55;0;4.9;0;45.28;0;0;5
2709103;54.91;100;64.62;8.41;2.6;3.7;29;40.58;0;0.5;5
2709152;100;100;74.29;6.08;9.7;3.6;13.5;49.46;1;0.7;10
2709202;53.38;92.83;73.94;6.79;3.5;3.1;23.4;39.58;0;0.4;7
2709301;66;62.17;74.8;5.98;15.1;2.1;24.9;39.09;0.8;1.8;9
2709400;38.58;67.09;88.46;10.55;15.7;2;22;49.01;0.4;0.8;6
2800100;100;100;81.61;10.26;0;4.4;256.4;28.21;0;0;1
2800209;52.04;90.5;86.66;9.33;29.9;3;74.6;25.75;0.5;0.5;4
2800308;39.95;89.33;67.89;8.33;25.5;2.3;63;47.85;1.1;3.1;6
2800407;85.95;100;83.8;7.65;9.2;4.6;0;28.42;0;0.9;4
2800506;41.24;100;85.81;7.72;0;4.2;35.1;27.02;0;0;8
2800605;100;100;73.41;4.8;0;2.8;25.3;30.56;0;1.6;2
2800670;40.96;71.23;75.51;8.89;17.2;2.3;96.2;25.48;1.2;2;3
2800704;100;100;85.66;6.16;0;3.9;0;26.71;0;0;2
2801009;41.21;71.66;79.1;9.57;0;2.4;0;37.59;0;0;4
2801108;85.71;100;81.68;4.05;0;5.1;135.1;18.92;0;0;0
2801207;100;100;81.46;4.93;12.2;4.1;31.8;26.39;1.2;2.8;13
2801306;95.3;100;76.57;7.88;37.7;3.3;18.8;27.02;2;4.6;4
2801405;35.01;100;74.3;7.25;12.5;3;0;30.82;0;2;8
2801504;54.72;95.16;78.99;9.38;21.5;3;0;43.36;0;1.5;5
2801603;62.48;100;74.3;13.7;0;3.6;0;31.51;0;0;3
2801702;64.16;100;88.02;6.1;0;3.6;0;27.13;0.6;0.6;4
2801900;89.15;77.52;82.44;15.69;0;2.6;0;27.45;0;0;5
2802007;100;100;83.64;5.88;0;4.6;0;25;2.3;0;2
2802106;81.39;84.93;75.96;7.94;23.1;2.8;90.2;33;1.1;1.4;5
2802205;58.72;100;79.52;10.23;0;3.8;0;28.41;0;0;9
2802304;79.25;100;86.75;5.13;11.5;3.6;0;32.05;0;1.4;3
2802403;57.5;50;76.27;9.62;0;2.6;128.2;28.21;0;0;4
2802502;100;100;85.55;7.69;0;3.4;0;23.08;0;6.8;5
2802601;100;52.34;77.37;5.95;0;3.5;0;32.14;0;0;24
2802700;100;100;84.64;5;0;3.6;62.5;28.13;0;0;2
2802809;95.17;82.75;87.81;10.38;7.6;3.2;34.6;21.11;0;0;1
2802908;31.88;62.38;80.63;6.7;15.6;2;60.9;42.56;0.7;2.9;11
2803005;26.64;61.78;90.74;7.66;3.1;2.1;28.9;29.19;0.3;0.5;3
2803104;71.47;100;79.73;8.7;0;4;0;26.09;0;0;22
2803203;82.29;92;79.85;7.28;4.9;3;17.8;23.45;0.3;0;2
2803302;43;74.78;75.28;5.8;20.2;3;36.2;35.87;1.2;0;5
2803401;100;100;78.71;5.48;24.7;4.6;45.7;24.2;0;3.9;3
2803500;22.38;48.66;81.82;7.02;14.1;1.4;28.9;35.17;0.7;1.9;1
2803609;97.72;100;81.04;8.81;10;4.1;22;29.07;0.7;2.6;6
2803708;100;91.55;85.51;8.51;0;3.1;0;35.11;0;0;4
2803807;90.08;78.33;83.61;11.76;0;2.9;0;30.88;0;0;2
2803906;28.46;74.23;88.39;4.04;0;2.5;0;32.32;0;0;7
2804003;66.42;100;75.67;8.07;0;3.7;62.1;33.23;0.6;0;3
2804102;91.84;79.87;92.62;9.3;0;2.7;58.1;34.3;0;0;8
2804201;49.94;86.85;73.89;5.02;0.7;2.2;0;29.29;0;0;4
2804300;100;100;75.61;6.45;0;4.1;107.5;24.73;0;0;2
2804409;52.97;76.77;80;7.64;28.1;3.2;36.4;25.45;1.1;2.7;2
2804458;78.29;100;81.86;5.69;0;3.5;0;35.77;0;0;18
2804508;67.2;100;81.11;3.99;17.8;3.7;79.8;34.33;1.5;4;14
2804607;100;96.98;73.43;11.36;15.5;3.3;55.4;32.41;1.2;0.4;3
2804706;100;92.18;88.79;5.21;0;3.2;0;29.17;0;0;9
2804805;100;100;75.37;8.05;3.5;3.7;66.2;34.52;0.6;0.5;6
2804904;100;100;85.25;8.21;0;3.8;0;25.64;0;0;1
2805000;100;100;75.03;9.3;0;3.4;0;39.53;0;0;6
2805109;39.61;68.89;80.46;9.26;0;2.3;0;26.85;0;2.3;2
2805208;100;100;82.06;13.59;0;3.3;0;33.01;3.3;0;3
2805307;100;100;79.45;6.03;0;3.6;0;28.45;0;1.2;4
2805406;34.22;49.59;81.29;6.76;9.1;1.9;18.3;24.13;0;1;2
2805505;47.3;82.26;83.29;3.69;15;2.7;36.9;26.2;0;0.9;1
2805604;12.57;76.49;82.38;6.37;8.8;2.9;0;29.77;0.4;2.2;7
2805703;96.77;100;79.46;8.37;30.9;3.5;98.5;33.99;0.7;1.8;1
2805802;35.23;91.89;86.42;5.35;2.1;3.1;0;21.07;0;0;1
2805901;100;100;81.22;7.65;82.3;4.3;0;17.49;0;0;1
2806008;85.22;100;71.75;2.29;12.2;4.1;45.9;48.62;1.2;5.2;4
2806107;100;100;78.33;7.57;5.4;3.3;0;34.05;3.3;2.2;5
2806206;54.19;100;80.42;7.92;0;3.6;0;29.81;0;0;1
2806305;100;100;84.68;4.85;0;4.6;0;18.66;0.8;0.8;4
2806404;100;100;90.05;11.03;0;2.8;0;27.21;0;0;1
2806503;100;100;83.33;4.84;0;5.3;0;24.19;0;0;2
2806602;100;98.85;79;8.47;0;3.5;52.9;25.93;0.9;0;2
2806701;64.31;100;71.03;8.37;8.6;3;22.4;34.08;0.4;0.4;4
2806800;32.69;85.27;78.53;6.76;0;2.9;67.6;31.08;1;0;4
2806909;100;99.77;92.41;8.7;0;2.9;0;32.61;0;0;5
2807006;100;100;90.55;11.11;0;5.4;0;30.16;0;0;6
2807105;26.99;31.3;79.06;5.48;7.2;1;18.9;30.62;0;1.3;0
2807204;100;75.51;80.29;8.5;0;3.7;65.4;34.64;0;0;5
2807303;100;100;76.35;5.71;0;3.4;0;28.57;0;0;2
2807402;28.01;42.63;74.39;7.39;2.5;1.2;55.8;25.52;0.6;0.8;1
2807501;50.3;100;79.49;5.38;10.1;3.9;0;25.11;0.8;3.1;2
2807600;16.12;70.1;76.35;7.6;5.8;2.2;49;23.53;0.4;0;5
2900108;100;100;91.43;2.13;10.8;4.8;212.8;63.83;1.2;4.8;5
2900207;100;100;86.62;8.82;14.1;4.7;0;21.24;0;2.3;3
2900306;45.42;100;74.86;3.67;4.1;3.4;0;9.39;0;0;5
2900355;22.33;19.42;72.26;5.79;12.1;1.9;0;18.42;0;0;0
2900405;100;100;79.23;11.96;12.7;4.4;54.3;28.26;0.6;1.9;3
2900504;96.58;100;78.43;5.04;0;4.6;0;42.86;0;3.7;0
2900603;64.35;100;93.54;4.48;28.2;4.3;0;41.79;0;8.7;7
2900702;35.05;50.07;67.81;8.89;12.3;1.5;28.2;38.65;2.4;2;15
2900801;100;100;70.17;4.7;27.7;4.2;0;28.86;1.4;4.7;1
2900900;100;90.62;73.86;11.58;0;3.1;0;45.26;0;0;23
2901007;78.24;85.04;79.14;7.86;15.4;2.3;42.5;36.52;0.9;1.5;3
2901106;84.52;73.5;65.02;9.42;8.3;2.8;27.7;44.04;0.8;1.2;9
2901155;20.55;89.35;90.96;6.18;16.3;3.8;38.6;11.97;0;0.6;2
2901205;40.97;83.13;68.74;10.18;11.8;2.7;36.4;32.36;0.8;2.4;2
2901304;100;100;84.33;6.56;22.9;3.6;54.6;21.86;0.7;3.6;1
2901353;24.29;42.25;66.23;10.93;0;1.4;0;29.51;0.7;0;0
2901403;45.42;39.5;82.77;8.77;4.3;1.4;0;37.72;0;0;7
2901502;35.11;61.06;83.24;11.3;5.9;2;0;61.74;0;0;6
2901601;0;85.31;86.77;7.1;60.3;2.3;64.5;30.32;1.2;11.7;0
2901700;100;95.32;74.41;10.87;0;3.5;0;39.13;0;0.9;6
2901809;30.69;53.38;98.58;8.63;13.6;1.8;0;28.78;0;2.7;11
2901908;18.41;96.06;85.98;3.98;22;3.9;88.5;23.01;0.6;0;3
2901957;45.34;78.84;80.61;2.65;0;2.7;0;33.63;0;1.3;9
2902005;100;100;77.96;4.73;25.5;3.6;67.6;35.14;1.5;2.2;2
2902054;84.77;73.72;88.41;4.69;16.4;2.6;46.9;31.92;0.9;3.5;4
2902104;0;49.35;71.43;7.78;13.6;1.7;13.6;22.51;0.4;3.3;4
2902203;69.62;100;79.99;5.51;0;4;0;33.86;1;0;3
2902252;63;100;66.9;6.37;0;3.8;0;17.83;0;0;4
2902302;78.21;100;79.36;7.29;0;4.7;0;39.58;0;0;1
2902401;48.32;84.03;79.01;7.44;33.8;3.7;46.5;30.7;0.7;2.9;7
2902500;97.22;84.54;66.94;6.03;20.2;2.9;0;28.64;0.7;5.1;2
2902609;47.45;55.01;96.72;9.01;17.9;2;42.9;30.47;0;0;5
2902658;100;100;83.74;8.1;0;5.1;0;23.33;0;0;1
2902708;20.61;35.84;86.88;7.86;17.8;1.2;34.2;35.19;0.4;3.9;46
2902807;50.4;87.65;76.7;10.93;38.7;2.8;53.3;30.4;0.9;3.8;13
2902906;54.72;100;71.58;8.44;9.5;3.4;18.8;15.38;0.6;1.1;0
2903003;23.86;82.99;66.78;5.64;18.6;2.9;0;7.69;0.7;0.7;1
2903102;100;100;85.99;3.66;49.1;3.2;0;41.46;0;1.6;6
2903201;22.53;41.35;77.13;9.06;28;0.9;50.1;46.97;1.4;1.5;22
2903235;0;84.67;84.76;4.76;16.2;2.9;59.5;10.12;0;0;1
2903276;99.51;100;80.77;3.9;20.4;3.5;0;37.23;0.7;9.2;14
2903300;100;100;78.63;9.52;51.1;4.6;119;35.71;3.1;3.1;15
2903409;91.78;100;91.67;8.4;26.1;3.7;56;31.37;1.4;3.2;4
2903508;45.44;100;76.71;7.8;37.5;3.7;45.9;23.39;0.6;3.7;3
2903607;48.39;100;70.19;7.01;9.4;3.4;0;20.66;0.7;0.7;4
2903706;100;97.23;76.27;7.28;11;3.2;0;18.93;0;0.6;1
2903805;94.27;100;70.89;5.36;7.8;4.4;29.8;22.62;1.1;1.7;1
2903904;52.12;58.92;90.55;6.55;11;2;45.5;20.27;0.6;2.8;0
2903953;97.75;85;90.65;6.38;18.8;3;70.9;13.48;1;7.9;3
2904001;24.9;86.6;77.12;7.82;17.5;2.9;0;40.78;0.7;2.2;3
2904050;96.33;100;78.06;7.88;10.8;3.4;41.5;14.52;0;2.7;0
2904100;61.28;66.6;90.01;6.64;11.8;2.3;36.9;39.85;2.3;0;2
2904209;93.68;100;79.92;6.15;51.1;3.6;76.9;36.15;0.9;3.6;1
2904308;27.72;96.42;78.53;5.83;13.3;2.8;0;23.75;0;2.1;6
2904407;70.47;61.28;69.91;3.3;0;1.8;0;32.97;0;0;6
2904506;0;54.8;92.5;7.38;54.1;1.9;0;24.59;1.9;2.8;3
2904605;53.37;64.97;71.17;7.38;15.5;2;21.1;60.13;1.1;3.1;1
2904704;33.13;86.41;65.96;8.05;25.3;2.7;33.6;28.19;0.5;2.7;7
2904753;0;0;82.35;8.98;4.6;0;0;27.34;0;0.5;0
2904803;73.02;100;64.16;6.76;14.9;3.5;0;25.68;0.9;1.8;0
2904852;55.74;80.78;76.72;6.69;0;2.3;0;33.89;0;0.6;13
2904902;100;100;89.43;7.19;25.9;4.1;48;29.26;0.9;2.5;11
2905008;100;93.1;85.32;4.56;22;3.1;35.1;39.3;1.3;2.2;1
2905107;100;88.35;68.93;4.88;34.7;2.9;0;28.66;1;3.9;1
2905156;84.1;97.51;89.4;8.59;0;2.2;78.1;50.78;0;0;0
2905206;28.75;31.25;75.17;7.47;19.2;0.8;47.7;41.18;1.1;2.3;0
2905305;37.68;49.14;72.48;7.93;19.2;1.2;34.5;27.24;0.6;0;1
2905404;93.65;100;82.49;6.58;0;2.6;0;36.4;0;0;5
2905503;49.56;64.65;87.45;2.69;31.2;2.4;53.8;19.35;0.8;1.6;0
2905602;100;100;68.14;9.61;40.7;3.5;50.6;21.42;0.6;2.9;8
2905701;26.45;77.95;72.39;8.5;8.3;1.2;24;43.52;0.8;2.8;24
2905800;41.97;63.87;85.8;8.57;4.8;2;17.9;20.71;0.6;1.4;4
2905909;74.81;65.05;76.7;6.25;14.6;2.1;18.9;39.77;0;0.4;0
2906006;30.4;30.84;74.86;7.7;14.6;1.1;0;26.77;1.2;1.4;16
2906105;0;0;94.79;5.84;25.5;4.3;64.9;16.23;2.1;8.5;1
2906204;39.91;69.4;72.85;8.12;12;2.5;28;19.61;0;0.4;4
2906303;74.51;89.09;80.98;8.68;26.3;3.4;20.7;33.06;0.3;2.2;8
2906402;38.12;99.45;74.37;3.26;3.4;3.4;0;50;0;1.1;3
2906501;38.01;55.08;90.23;9.41;4.3;0.8;16.5;45.21;0.4;0.8;7
2906600;26.91;46.8;76.24;8.67;19.7;1.5;66.7;48;0.8;0.8;1
2906709;38.08;55.19;77.3;9.17;19.7;1.8;22.4;34.23;1.1;1.4;0
2906808;0;87.99;82.1;4.4;4.9;2.7;25.9;14.51;0.9;0.6;2
2906824;67.36;58.57;84.7;4.9;38.8;1.9;0;28.57;0.6;3.2;7
2906857;80.71;100;73.54;10.48;18.2;4.3;95.2;47.62;0.9;0.9;38
2906873;50.81;77.33;73.19;7.99;21.4;2.6;24.2;30.02;0.8;3;4
2906899;98.62;100;71.61;6.84;0;3.9;85.5;32.48;0;0;1
2906907;100;100;82.43;3.5;28.5;4.2;31.8;35.03;0.5;3.3;1
2907004;80.06;100;86.43;7.01;0;3.4;63.7;23.57;0;0;4
2907103;22.82;59.52;82.99;7.66;12.3;2.5;19.6;20.04;0.7;2.5;1
2907202;31.03;44.97;71.34;6.13;6.3;1.2;8.5;26.83;0.2;0.2;39
2907301;82.87;96.08;70.29;7.62;22.4;3.1;63.5;34.29;0.8;3.5;7
2907400;85;73.91;79.88;7.84;0;3.8;0;27.45;0;0;13
2907509;95.06;82.66;75.47;8.92;10.6;2.9;40.5;55.14;1.4;1.2;4
2907558;100;100;66.32;6.36;22.6;4.5;0;46.36;1.1;4.5;0
2907608;38.27;33.28;66.65;4.78;24.7;1.8;68.3;17.41;0.6;0.6;1
2907707;100;100;72.96;8.94;0;3.7;0;15.64;0;5.6;7
2907806;10.84;9.42;80.35;5.54;20.7;0.6;25.2;26.45;0.6;0.9;0
2907905;100;100;71.43;6.25;20.9;3.8;36.8;28.68;3.2;0.6;2
2908002;46.47;67.34;65.1;10.98;16.7;1.9;0;32.08;1.4;0.5;14
2908101;38.5;0;75.16;5.15;17.1;2.2;42.9;31.76;1.1;1.7;0
2908200;51.45;74.56;70.17;10.98;9.8;2;81.3;37.8;0;1;32
2908309;76.78;100;77.01;6.52;32.4;3.4;54.3;67.93;1.1;1.1;3
2908408;60.34;66.78;89.62;6.32;22.6;2.3;75;45.12;1.8;6.6;14
2908507;83.94;73;73.77;9.14;9.3;2.3;24.7;43.95;1.3;1.7;25
2908606;29.79;90.65;86.99;6.22;7.2;3.4;54.1;15.95;0.8;2.1;34
2908705;60.14;87.16;71.14;4.52;21.9;3;50.3;37.19;1.2;3;0
2908804;100;100;75.14;7.55;0;4.3;0;20.75;2.1;0;2
2908903;43.53;75.71;72.96;7.16;12.5;2.7;27.5;38.29;0;0.9;12
2909000;77.68;100;86.13;2.35;18.4;4.9;117.6;35.29;1.2;2.4;2
2909109;69.49;100;79.31;4.02;24.5;3.5;0;26.63;0.7;0.7;0
2909208;37.48;65.19;75.69;5.26;2.3;2.9;40.5;20.24;0;8.2;0
2909307;31.38;45.48;89.01;7.56;11.2;1.3;21.6;25.7;1.3;2.6;1
2909406;24.31;42.28;82.31;6.67;6.6;1.5;0;29.09;0;0.7;3
2909505;60.39;52.51;87.43;4.69;47.6;4;312.5;25;0;7.9;2
2909604;51.04;73.97;85.91;9.06;10.5;2.5;34.8;14.63;1;4;3
2909703;96.65;84.04;69.14;8.56;0;3;0;36.9;0.8;0;4
2909802;30.21;52.54;72.81;8.51;20.6;1.2;44.2;55.58;0.7;3.1;10
2909901;0;43.58;79.78;6.07;7.5;1.9;19.6;20.74;0.6;0.3;7
2910008;55.96;97.32;79.46;6.37;0;3.1;0;22.93;0;0.8;3
2910057;47.83;46.79;70.39;8.37;5.3;1.5;9.3;36.93;0.8;1.1;6
2910107;100;100;93.89;6.72;9.7;3.5;0;70.59;0.9;3.5;1
2910206;100;100;92.04;14.93;0;5.2;0;61.19;5.2;0;18
2910305;84.32;73.32;79.1;6.73;16.4;3.8;0;50;0;3.8;2
2910404;83.25;100;66.54;6.6;20.6;2.9;31.4;24.21;0.4;1.7;1
2910503;17.03;74.03;83.09;7.08;17.6;2.3;16.9;26.81;0.5;0.5;5
2910602;31.25;81.53;80.75;7.45;22.9;2.1;39.2;14.9;0.3;2.1;2
2910701;17.49;25.34;75.68;6.13;19;0.7;23.6;32.08;0.5;2.3;6
2910727;58.91;60.27;79.16;7.26;16.8;2;91.4;38.82;1.1;3.5;9
2910750;17.51;91.36;81.94;2.73;0;2.8;0;23.5;0;0.6;1
2910776;100;100;77.58;0;0;4.9;0;28.57;0;0;7
2910800;18.66;51.71;74.21;9.11;18.4;1.5;24.4;57.27;0.7;1.7;18
2910859;85.11;92.51;78.74;2.46;22.1;3;41;22.13;0.6;1.2;8
2910909;58.83;100;60.22;7.5;0;3.7;0;15;0;0;19
2911006;99.86;100;78.56;7.36;19.7;3.8;0;33.13;0.9;2.8;23
2911105;46.68;67.66;82.65;7.13;12.9;2.2;21.6;20.95;1.8;1.8;5
2911204;0;66;92.64;4.72;23.7;2;0;33.39;0.3;1.6;7
2911253;76.55;100;61.18;2.56;0;4.4;0;48.72;0;0;12
2911303;0;0;71.15;9.15;16.9;0;70.4;23.24;1.9;0.9;4
2911402;100;100;85.86;7.91;0;4;39.5;39.13;0.7;6.6;8
2911501;100;100;71.24;9.76;20.3;4.8;0;19.51;0;3.6;6
2911600;66.77;100;72.03;6.43;0;3;0;41.79;0.5;1.5;17
2911659;36.98;96.46;82.94;7.14;0;3.8;89.3;34.82;0;0;3
2911709;60.46;56.33;75.8;10.11;23.6;1.9;42.5;46.73;1;5.1;5
2911808;45.08;78.4;62.71;7.46;14.4;2.7;29.9;39.4;0.5;3.2;5
2911857;0;61.17;67.69;6.82;0;2.3;0;26.52;0;3;0
2911907;84.43;100;70.3;6.7;18.7;4.3;23.9;36.36;0.8;5.8;2
2912004;76.6;100;73.49;8.46;36.8;4;76.9;43.08;4;7;1
2912103;98.29;100;83.27;8.79;12.8;4.5;30.3;32.42;0.4;2.1;16
2912202;81.46;100;83.31;11.78;0;4.1;0;29.31;0;0;2
2912301;83.82;91.11;69.03;5.91;13.3;2.5;45.5;22.73;0.6;3.8;2
2912400;58.59;84.91;65.52;8.37;17.1;2.9;38;35.36;0;2.4;5
2912509;95.78;100;85.5;8.67;5.6;4.2;0;49.71;0;0;0
2912608;65.09;56.6;76.99;3.9;0;2.1;0;32.47;0;0;0
2912707;14.24;99.08;80.96;9.93;13.7;3.5;0;14.53;0.4;0.4;5
2912806;100;100;71.02;4.71;10.1;3.8;117.6;34.12;0;2.5;2
2912905;70.28;48.89;82.97;6.31;42.8;1.6;0;40.4;0.5;1.6;13
2913002;82.81;100;79.87;5.14;40;3.2;57.1;30.29;1.3;2.6;1
2913101;0;61.82;67.9;7.42;17.4;1.1;0;28.91;0;0.6;2
2913200;91.41;90.84;82.32;6.45;19.7;3.1;0;22.31;0.8;2;1
2913309;100;100;88.53;4.76;41.9;5.7;158.7;41.27;3.8;7.6;12
2913408;100;100;84.51;4.5;21;3.9;50;28.5;0.7;4.6;1
2913457;100;100;73.33;8.11;6.7;4.5;0;20.54;0.7;1.5;10
2913507;58.58;61.12;85.04;7.8;31.9;2.3;53.8;18.82;1.2;3.5;8
2913606;17.22;38.11;61.34;8.38;22.9;1.2;35.2;52.75;1.2;1.8;13
2913705;56.37;98.04;86.55;4.6;11;3;19.2;14.18;0.6;2.5;21
2913804;21.71;75.53;87.29;7.11;9.1;2.6;0;41.71;0;2;3
2913903;63.12;61.75;73.88;8.94;19.8;2;56.7;55.74;1.1;1.6;3
2914000;22.19;43.41;82.05;7.84;9.8;1.5;41.3;28.48;0.7;1.3;8
2914109;73.99;96.51;86.12;7.38;25.8;3.2;0;45.08;0;2.2;0
2914208;45;100;86.9;4.95;41.4;4.3;0;16.83;0;2.9;3
2914307;45.86;79.76;84.87;5.85;50;3.3;58.5;29.24;0.8;4.2;1
2914406;84.78;61.44;73.77;7.84;16.4;2.2;47.5;36.82;0.4;1.8;2
2914505;53.47;46.49;67.06;7.9;9.1;1.5;49.4;31.11;1.1;1.5;7
2914604;57.45;72.66;70.39;7.27;16.5;2.4;150.7;33.6;1.1;1.4;8
2914653;77.52;100;75.7;5.99;13.7;3.2;17.6;20.25;0.4;0.7;6
2914703;39.27;43.91;72.66;7.39;14.3;1.5;54.3;37.5;1.3;4.1;1
2914802;14.52;35.06;70.71;8.82;37.5;1.1;50.7;47.09;1.3;3.4;12
2914901;38.09;55.21;65.87;4.4;16;1.6;29.3;29.03;0.8;0.8;2
2915007;100;100;69.19;5.46;10.1;4;84;17.65;1.3;2.7;2
2915106;48.72;100;67.73;4.95;21.5;3.8;45;17.57;0.8;4.6;2
2915205;20.8;36.17;75.04;6.7;11.2;0.7;0;39.73;1.3;1.3;7
2915304;96.94;100;84.4;6.52;29.5;4.2;108.7;35.87;1.4;7;5
2915353;78;90.44;85.53;8.33;18.2;3;52.1;22.4;0.8;0.8;1
2915403;89.54;77.86;92.6;6.33;16.4;2.7;0;29.11;1.4;2.7;6
2915502;84.19;87.85;76.46;10.56;28.5;2.8;0;35.09;1.4;5.2;20
2915601;55.97;79.64;61.58;10.04;16;3.3;63.7;28.21;0.8;1;6
2915700;78.58;100;78.22;6.85;35.4;3.8;0;19.86;0;3.8;5
2915809;38.86;42.24;86.76;9.29;18.2;1.7;61.9;18.89;0.4;0.9;1
2915908;50.12;87.16;88.54;8.25;0;2.6;0;27.84;0;2.6;1
2916005;97.85;85.09;70.88;9.17;25.7;2.5;43.7;45.41;2.5;1.5;3
2916104;82.95;72.13;94.7;10.36;25.1;2.9;71.4;43.21;1.4;3.9;6
2916203;100;100;30.11;9.84;0;4.5;109.3;25.14;7.3;0;16
2916302;100;99.98;79.49;5.91;10.5;3.8;0;21.51;0;3.8;4
2916401;51.75;49.5;74.96;8.73;29.1;1.2;25.2;33.25;0.7;3.1;4
2916500;52.97;55.28;75.81;5.35;15.5;1.9;44.5;14.48;1.2;3.1;3
2916609;66.5;86.74;68.64;5.49;15.7;2.9;0;21.98;0;2.9;8
2916708;100;100;70.03;5.04;40.4;3.9;84;19.33;1.3;5.2;3
2916807;56.33;65.31;77.06;7.85;16.2;2.2;0;32.64;1.1;1.6;0
2916856;44.47;96.67;83.29;9.57;16.5;4.1;47.8;44.5;0;2.1;2
2916906;41.01;89.14;95.12;8.52;67;3.9;56.8;26.7;0.8;3.2;7
2917003;37.3;32.44;56.23;5.89;23.3;1.1;32.7;25.86;0.8;3;4
2917102;65.93;57.33;52.8;8.83;22.6;2;0;19.09;0.5;1;7
2917201;100;100;73.72;7.17;13.2;3.3;39.8;36.65;0.6;1.1;1
2917300;42.82;74.48;68.9;6.07;12.4;1.1;22.5;12.81;0.4;2.6;6
2917334;57.06;74.42;90.2;5.88;0;2.8;0;20.59;0;0;1
2917359;100;100;89.9;6.11;33.4;4.5;76.3;50.38;1.1;7.8;1
2917409;93.01;100;85.49;5.92;21.2;4.4;65.8;21.05;0.7;1.5;4
2917508;43.66;53.16;75.1;7.65;36;1;24.4;39.17;0.9;2.1;4
2917607;42.94;74.68;72.92;8.18;21.4;2.4;11.7;25.12;0.4;2.4;4
2917706;45.27;49.21;75.14;7.86;13.8;1.6;0;31.9;0.3;1.6;7
2917805;59.36;86.03;83.96;7.5;0;3;0;41.67;0;0;3
2917904;100;89.84;92.98;5.3;0;2.9;0;23.18;0;0;8
2918001;38.96;57.79;74.65;8;23.6;1.8;50.8;55.25;1.2;3.9;13
2918100;17.56;76.33;75.99;5.77;8.5;2.4;0;26.92;0.5;4.5;2
2918209;50.1;43.57;82.44;5.85;16.3;1.4;53.2;36.7;0;3.5;6
2918308;84.33;91.66;80.64;6.77;18.4;2.8;0;26.56;0.7;4.3;3
