Municipality_code;Oral_Health_Strategy_coverage;Primary_health_coverage_for_poor_residents_.last.year.;Vaccination_coverage_...;Low_birth_weight_...;Hospital_beds_per_10.000_residents;Family_Health_Strategy_teams_per_10.000_residents;Ultrasound_machines._per_10.000_live_births;cesarean_deliveries;Xray_machines_per_10.000_residents;Life_support_equipment_per_10.000_residents;Mammographies_per_100_women
4119806;74.02;85.82;71.06;5.41;30;2.9;180.2;38.74;2.2;5.1;22
4119905;16.45;48.62;73.88;10.08;19.6;1.2;37.1;51;1;3.3;7
4119954;38.72;67.34;70.96;8.92;0;1.9;37.2;46.84;0;0;8
4120002;48.63;63.43;69.02;8.62;34.5;2.8;0;89.08;1.4;1.4;21
4120101;79.35;0;87.22;5.26;0;0;0;40.35;0;0;12
4120150;91.56;100;81.97;6.25;0;5.5;208.3;27.08;0;0;40
4120200;100;100;99.54;8.57;35.6;4;0;65.71;0;4;23
4120309;0;78.27;67.63;12.5;0;5;0;31.25;0;0;12
4120333;98.29;85.47;86.65;5;58.2;2.9;0;57.5;0;11.6;40
4120358;100;100;82.21;11.84;111.9;3.6;263.2;78.95;3.6;23.1;43
4120408;0;60.8;89.52;6.06;37.6;2.1;303;66.67;0;10.5;19
4120507;93.03;80.89;80.51;5.05;22.2;3.7;0;51.52;0.9;6.5;14
4120606;6.76;23.53;83.84;6.43;22.5;0.4;13.4;39.81;1;1.8;14
4120655;70.68;100;78.7;9.86;0;4.1;0;69.01;0;0;28
4120705;0;83.94;85.93;7.78;36.9;2.8;111.1;72.22;1.4;5.7;17
4120804;71.59;77.81;85.87;8.46;0;2.5;0;56.11;1.5;0;16
4120853;0;78.95;84.99;3.13;26.3;2.6;0;81.25;0;10.5;13
4120903;0;37.53;82.85;4.32;19;0.7;22.7;51.82;1.3;4.2;17
4121000;56.07;97.51;77.94;6.21;22.2;3.4;56.5;53.11;0.9;3.4;11
4121109;0;100;77.14;2.94;0;3.9;0;63.24;0;0;11
4121208;83.09;90.32;91.87;6.41;14.6;2.3;0;44.23;0.6;0;9
4121257;79.04;100;78.55;1.64;0;4.8;0;77.05;0;0;26
4121307;0;73.48;84.54;6;40.5;0;0;74;0;5.1;25
4121356;100;100;74.48;8.57;0;3.5;0;45.71;3.5;0;17
4121406;84.72;92.09;74.42;7.05;17.8;1.2;83;59.34;0.6;7.3;30
4121505;94.28;81.98;71.6;8.05;26.1;2.8;172.4;52.87;2.1;2.8;14
4121604;99.47;100;71.68;11.43;0;4.4;0;60;0;0;26
4121703;96.03;100;77.83;8.46;12.7;3.2;0;41.79;0.4;2.4;15
4121752;92.63;80.55;76.52;7.55;0;2.7;0;39.62;0;0;8
4121802;61.36;80.03;85.03;7.76;45.9;1.9;0;47.41;0.9;5.6;27
4121901;25.4;0;79.78;9.89;43.6;0;0;35.71;1.5;4.4;13
4122008;25.07;87.21;80.44;5.73;22.7;2.8;88.1;45.81;2.1;4.3;21
4122107;100;91.13;85.64;8.82;0;3;0;76.47;0;15;15
4122156;68.45;79.36;72.14;5.66;0;2.9;47.2;41.51;0;0;36
4122172;86.12;100;87;5.66;0;2.6;0;62.26;0;0;18
4122206;52.05;54.31;77.23;8.59;17.9;2;39.1;49.8;0.3;2;5
4122305;44.24;76.95;85.15;9.92;23;1.3;0;54.71;1;3.5;6
4122404;73.47;69.21;70.73;11.03;33.7;2.1;89.7;64.36;1;4.3;21
4122503;0;24.37;81.74;6.62;21.7;0.9;73.5;72.06;0;1.7;5
4122602;72.9;63.39;69.88;5.83;23.3;2.2;0;51.67;0;6.7;17
4122651;100;100;79.12;6.67;60.8;3.6;133.3;70.67;3.6;1.8;35
4122701;100;100;74.02;10.2;0;3.3;0;77.55;0;9.8;20
4122800;100;100;80.67;15.63;0;4.5;0;37.5;2.3;0;24
4122909;67.2;58.43;81.04;5.97;50.2;1.9;0;58.21;1.9;15.4;12
4123006;100;93.55;77.55;4.82;15.3;2.9;60.2;61.45;0.7;4.4;21
4123105;84.04;73.08;89.8;8.33;39.4;2.6;0;46.67;0;2.6;15
4123204;100;100;76.26;10.2;49.4;5.5;0;61.22;0;0;12
4123303;43.04;100;73;6.48;19.8;3.7;0;64.81;2.5;2.5;19
4123402;0;28.97;79.8;9.48;16.3;1;86.2;68.97;1;8.6;14
4123501;42.77;37.19;74.22;7.12;24.8;1.7;33.9;75.93;2.1;5.1;14
4123600;100;100;73.26;4.76;0;5.5;0;80.95;0;0;14
4123709;100;100;76.92;5.05;21.7;4.6;202;54.55;0;6.8;16
4123808;100;100;79.81;6.9;22.8;3;0;59.31;1.5;4.6;54
4123824;92.17;100;85.26;23.19;61.1;5.1;0;66.67;2.5;10.2;30
4123857;91.04;79.16;85.58;5.08;39.1;2.6;56.5;58.19;0.9;4.3;7
4123907;28.76;25.01;68.99;9.24;21.7;0.8;0;63.87;0.8;3.2;11
4123956;94.73;82.37;79.67;0;0;2.8;0;55.56;0;0;15
4124004;100;100;87.49;4;38.1;3.8;0;36;1.9;9.5;19
4124020;37.02;64.38;81.43;8.79;0;1;0;46.15;0;2.9;22
4124053;50.39;43.82;71.31;4.96;27.8;1.4;35.5;55.67;0.5;1.9;27
4124103;24.64;57.14;82.47;8.43;34.7;1.6;74;44.23;1.4;5.6;10
4124202;100;100;73.17;8;36.7;3.7;0;80;0;14.7;15
4124301;100;100;85.86;5.88;54;4.2;0;73.53;4.2;8.3;21
4124400;88.98;77.38;81.86;8.7;19.6;2.6;0;45.48;0.5;4.2;14
4124509;69.61;60.53;86.13;8.82;41.8;1.9;0;60.29;1.9;5.7;14
4124608;0;100;74.36;9.3;23.6;3.1;0;68.6;0;6.3;11
4124707;86.94;100;72.65;5.45;17.6;4.4;0;60;0;3.5;11
4124806;61.68;80.45;78.43;7.48;18.9;2.8;0;62.62;1.9;1.9;17
4124905;0;97.53;65.71;4.23;28.8;3.4;0;76.06;0;5.1;12
4125001;0;100;89.03;5.93;17.4;3.5;148.1;57.04;1.7;6.1;24
4125100;47.92;41.67;70.12;13.87;19;2.2;57.8;38.73;0.7;5.1;8
4125209;75.04;97.88;81;5.77;24.2;2.2;96.2;45.19;2.2;4.4;13
4125308;64.1;55.74;79.37;13.43;63.4;1.8;0;86.57;5.4;18.1;17
4125357;100;98.68;73.19;6.94;28.1;3.3;138.9;88.89;1.7;0;20
4125407;100;100;81.56;6.38;23;4.6;212.8;48.94;1.5;4.6;15
4125456;0;76.1;72.47;15.38;49.6;2.6;0;53.85;2.6;5.2;13
4125506;4.94;38.67;70.88;8.79;7.7;0.9;11;60.23;0.4;1;11
4125555;100;100;66.94;8.7;0;4.8;0;56.52;0;0;25
4125605;16.75;14.57;80.91;9.01;11.9;0.5;17;63.27;0.2;2.9;13
4125704;39.13;45.37;68.92;9.02;0;1.9;26.5;59.68;1.2;0;22
4125753;52.58;45.72;69.31;10.81;21.6;1.5;135.1;66.22;1.5;3.1;20
4125803;69.55;60.48;81.6;9.77;22.6;2;75.2;72.18;1;6.9;15
4125902;100;100;76.33;0;0;4;0;74.07;0;0;20
4126009;76.56;100;86.22;16.67;29;4.6;0;57.94;1.2;4.6;12
4126108;100;100;76.32;10.39;0;3.7;0;44.16;0;0;12
4126207;50.74;100;90.26;9.09;28.2;4.5;0;56.82;1.5;3;12
4126256;0;7.09;74.74;8.07;11.8;0;50.4;67.73;0.4;1.7;10
4126272;100;100;83.71;2.35;0;4;117.6;52.94;2;4;26
4126306;0;0;85.55;6.38;16.8;0;33.6;61.74;1.6;2.2;11
4126355;100;100;67.11;13.04;0;4.4;217.4;60.87;2.2;0;23
4126405;100;100;86.16;8.06;39.5;3.4;0;66.13;3.4;10.3;22
4126504;64.27;93.15;74.53;9.88;16;3.2;0;77.91;1.9;5.1;17
4126603;59.45;68.92;78.65;8.33;17.3;1.6;0;66.67;1.1;4.3;11
4126652;100;87.36;74.33;15.38;0;2.9;0;56.41;0;8.8;37
4126678;59.6;100;73.05;7.29;17.1;3.3;52.1;45.83;0.8;3.3;29
4126702;100;100;75.66;5.17;19.3;4.3;0;79.31;0;6.4;19
4126801;44.9;39.04;83.27;7.77;12.3;1.4;0;63.59;1.4;4.8;13
4126900;100;100;70.54;5.8;22.3;3.4;144.9;52.17;1.7;3.4;36
4127007;98.12;85.32;74.09;11.76;16.5;2.9;0;34.56;1.9;5.8;6
4127106;0;73.62;71.5;8.06;14.3;1.7;25.7;47.77;0.6;2.1;23
4127205;100;99.54;71.13;8.06;31.1;3.2;161.3;54.3;1.9;5.7;17
4127304;100;99.6;74.53;10.92;16.4;3.3;42;79.83;1.3;3.9;18
4127403;0;0;80.43;6.07;14.3;0.6;0;55.14;0.6;2.4;15
4127502;17.76;92.68;76.52;7;15.5;2.1;33.3;34;1;3.6;15
4127601;75.21;87.2;78.8;7.19;14.4;2.8;179.6;44.31;0.7;4.1;16
4127700;0;7.71;73.18;9.1;12.4;0;41.3;69.76;1.1;2;11
4127809;100;100;74.28;8.43;56.9;3.4;120.5;74.7;1.1;5.7;15
4127858;28.54;74.45;73.72;5.84;32.1;2.5;64.9;51.95;2.5;4.2;23
4127882;100;100;115.91;14.69;9.6;4.8;69.9;43.36;1.6;0;11
4127908;100;100;72.8;8.94;17.3;3.5;0;59.35;1.2;3.5;25
4127957;0;75.5;87.84;6.9;57.5;2.5;0;70.11;2.5;11.3;22
4127965;72.06;100;77.38;3.08;38.4;3.6;88.1;51.98;0.7;2.2;15
4128005;32.01;69.58;72.71;3.57;34.3;2.3;0;79.29;0.5;4.2;25
4128104;31.17;42.17;78.51;8.36;30.2;1.2;93.7;77.94;1.8;5.3;23
4128203;0;44.89;72.9;8.95;18.2;1.1;65.8;45.26;1.5;4;9
4128302;0;100;87.59;6.25;24.3;4.1;0;56.25;0;8.1;8
4128401;100;100;86.87;8.94;32.3;3.5;0;60.98;0;2.6;21
4128500;90.36;100;80.01;8.47;8.8;4.1;40.3;62.5;1;5.2;15
4128534;100;100;82.53;8.94;0;5;81.3;66.67;2;5;11
4128559;100;97.22;82.95;6.96;29;3.3;87;48.7;1.1;1.1;17
4128609;85.42;100;70.23;4.23;22.8;3.8;140.8;40.85;1.3;6.3;25
4128625;100;93.25;70.96;7.69;0;3.1;256.4;61.54;0;0;27
4128633;100;97.64;100.49;8.06;0;3.5;0;45.16;0;0;5
4128658;100;100;77.68;0;0;5.1;0;52.46;0;0;37
4128708;0;45.93;82.58;10.59;0;1.5;0;44.71;0;0;29
4128807;59.19;100;69.01;5.08;38.3;3.3;0;61.02;1.7;5;15
4200051;100;100;78.87;8.57;0;3.8;0;54.29;0;0;13
4200101;100;100;82.1;6.06;22.2;4.7;0;46.21;0.6;9.4;14
4200200;35.71;93.16;77.79;0.79;17.2;3.2;0;51.18;0;4.3;11
4200309;70.05;60.91;73.57;5.08;0;2;0;37.29;0;0;25
4200408;99.15;86.22;79.68;10.11;40.2;2.9;0;61.8;2.9;8.6;17
4200507;54.3;100;70.51;4.17;0;3.3;104.2;56.25;0;0;43
4200556;100;100;89.78;4;0;4.1;0;64;0;4.1;12
4200606;76.62;100;80.01;3.92;0;3.6;0;58.82;1.8;0;33
4200705;100;87.6;82.04;5.56;26.6;3.2;158.7;58.73;2.1;4.3;16
4200754;100;100;71.91;5.88;0;5;588.2;58.82;5;10;20
4200804;100;89.78;81.74;9.52;25.1;3.1;0;85.71;0;6.3;13
4200903;100;100;73.91;5.88;87.6;3.8;147.1;52.94;1.9;22.9;43
4201000;75.07;97.92;76.24;9.43;25.5;3.5;0;27.36;1.2;3.5;1
4201109;100;91.83;69.09;5.71;46.7;3.1;0;60;0;15.6;26
4201208;46.21;100;76.79;1.9;0;4;95.2;55.24;1.3;0;45
4201257;62.75;100;81.17;6.42;0;3.1;0;66.06;0;1;9
4201273;85.23;74.11;72.02;5.41;52.5;2.4;0;56.76;0;7.2;13
4201307;0;64.99;67.21;8.01;3.6;2;25.8;41.09;0;2;8
4201406;5.79;65.51;76.1;8.01;17.6;2.1;56.4;57.79;1.1;1.8;16
4201505;45.1;78.43;79.9;10.58;37.4;2.6;0;81.73;0;5.2;18
4201604;0;82.46;70.65;9.68;31.4;2.9;322.6;74.19;2.9;5.7;23
4201653;100;100;86.16;3.23;0;4.4;0;87.1;4.4;0;33
4201703;99.35;86.39;75.06;6.76;0;2.7;0;68.92;0;0;5
4201802;100;88.18;72.09;6.25;0;0;0;50;0;3;23
4201901;0;53.96;77.23;4.41;23.4;3.6;0;47.06;0;3.6;19
4201950;39.17;100;70.02;7.08;0;3.1;0;50.44;0;0;10
4202008;0;41.14;72.81;7.87;10.3;1;52.5;62.52;0.9;2.5;10
4202057;0;100;64.47;9.09;0;3.6;0;46.59;0;2.4;13
4202073;86.69;75.39;70.59;9.65;0;2.4;0;49.12;0;0;13
4202081;100;96.93;69.96;8.7;0;3.4;434.8;56.52;3.4;0;14
4202099;100;100;75.24;4.55;0;5.3;0;77.27;5.3;0;40
4202107;52.11;75.52;64.1;4.31;0;2.2;61.5;37.54;0.4;2.7;4
4202131;100;100;94.01;4.92;0;5;163.9;49.18;0;10;10
4202156;100;100;75.02;0;0;3.8;0;63.33;0;0;10
4202206;0;87.08;72.87;5.79;20.3;2.9;0;66.94;1;2.9;8
4202305;0;79.79;69.31;6.56;0;2.4;49.5;48.02;0.7;2.4;21
4202404;12.67;82.16;69.02;8.31;10.2;1.5;68.9;64.9;1;1.7;20
4202438;100;95.91;73.05;2.63;48.6;3;0;50;3;15.2;1
4202453;100;65.72;72.6;5.99;0;2.8;0;52.07;1.4;4.2;4
4202503;78.71;100;85.43;18;41;4.6;0;52;0;6.8;1
4202537;100;100;88.45;12.12;0;4;303;69.7;0;0;35
4202578;100;100;87.4;12.5;0;4.7;0;70.83;0;4.7;19
4202602;80.29;69.82;66.54;10.53;36.9;3.4;75.2;48.12;1.1;8.9;21
4202701;0;69.04;77.86;10.26;0;2.2;0;66.67;0;4.5;23
4202800;94.14;92.1;72.19;7.87;17.9;2.8;76.1;58.12;0.7;3.4;26
4202859;100;87.74;78.97;8.33;0;2.9;0;45.83;2.9;0;6
4202875;100;100;75.95;20.69;0;3.5;0;44.83;0;0;48
4202909;0;52.8;71.11;6.87;11.2;1.7;120.1;65.31;0.9;2.8;10
4203006;9.76;21.21;71.96;8.47;18.1;0.7;35.7;52.01;1.1;3.7;12
4203105;100;100;91.16;1.89;38.6;4.8;0;81.13;0;11.3;14
4203154;100;100;84.38;10;0;5.9;0;30;3;0;10
4203204;29.85;67.48;68.25;7.16;5.3;1.9;9.4;56.5;0.2;1.4;7
4203253;100;89.34;93.8;8.33;0;3.6;0;45.83;0;0;4
4203303;29.45;76.84;73.48;6.11;17;1.7;76.3;40.46;0.9;6;5
4203402;84.02;100;81.91;10.53;34.7;4;0;47.37;0;5.3;2
4203501;100;100;78.86;7.69;71.5;4.3;0;53.85;3.2;17.1;18
4203600;94.74;82.38;75.65;7.84;24.1;2.4;43.6;54.9;2.7;2.1;13
4203709;100;100;70.18;4.96;14.1;3.8;0;33.06;0.9;4.7;15
4203808;6.31;21.96;74.17;7.42;16.7;0.6;37.7;55.35;1.5;2.8;8
4203907;18.16;47.38;75.75;6.67;30.8;1.4;0;72.7;0.5;7.2;19
4203956;81.91;100;76.32;12.16;0;3.7;0;66.26;1.4;6;21
4204004;37.83;98.7;77.15;8.82;24.1;3.1;0;66.18;1;6.3;14
4204103;69.51;100;70.67;6.38;45.3;4.5;212.8;36.17;2.3;9.1;15
4204152;100;100;82.59;3.33;0;3.6;0;53.33;0;0;28
4204178;85.29;74.17;103.72;5.71;0;2.8;0;31.43;0;0;5
4204194;100;100;96.6;8.82;0;3.6;0;55.88;0;0;14
4204202;53.48;80.95;79.52;9.35;13.2;2;69.8;58.46;0.8;2.5;25
4204251;100;100;77.51;5.99;0;4;0;74.25;0.7;0;27
4204301;19.6;46.88;74.86;8.29;17.6;1.5;20.7;63.42;0.7;2.8;12
4204350;97.71;84.96;79.44;5.56;0;2.7;0;61.11;2.7;2.7;28
4204400;32.79;85.55;71.33;9.09;18.6;2.9;0;76.14;0;5.9;28
4204459;100;100;71.94;5;0;4.1;0;55;0;0;34
4204509;25.78;89.69;73.3;7.81;0;2.9;0;50;2.2;3.6;11
4204558;23.24;20.21;84.01;14.36;18.3;3.4;53.2;64.89;0.7;2.7;4
4204608;5.49;70.01;70.62;8.55;21.9;1.5;39.4;65.88;0.9;3.1;23
4204707;31.14;81.23;76.88;9.65;29.2;2.8;0;80.7;0.9;5.7;13
4204756;100;100;98.37;4;0;5.3;400;64;0;5.3;27
4204806;26.51;30.73;72.4;10.53;23.6;1.1;31.9;47.05;1.1;2.9;8
4204905;100;100;74.69;6.02;38.2;3.5;0;63.86;1.2;5.8;18
4205001;100;100;75.94;3.04;21.6;4.1;43.5;53.04;1.4;5.4;15
4205100;96.29;83.73;74.33;7.69;0;2.7;384.6;76.92;0;0;13
4205159;0;87.41;70.17;3.57;0;2.8;0;46.43;0;2.8;7
4205175;100;96.65;83.53;11.63;0;3.3;232.6;48.84;3.3;0;24
4205191;0;100;95.75;5.71;0;4.9;0;85.71;0;0;13
4205209;100;100;79.62;5.41;59.7;4.6;0;64.86;0;6.9;9
4205308;65.19;100;85.49;5.63;41.3;3.8;125;80;0.9;6.6;28
4205357;100;100;88.82;0;0;6.3;0;66.67;0;0;46
4205407;32.96;91.88;71.98;8.15;28.3;2.4;73.6;55.49;1;3.1;13
4205431;100;100;92.66;6.06;0;3.8;0;60.61;3.8;3.8;23
4205456;78.67;95.77;69.07;8.41;0;3.5;0;63.11;0.4;0.9;30
4205506;28.38;49.36;77.58;11.64;9.8;1.7;52.9;60.67;1.2;3.8;18
4205555;100;100;86.51;4;0;4;0;48;0;0;28
4205605;100;100;71.94;6.82;0;5.8;0;63.64;0;5.8;15
4205704;100;100;79.98;3.41;0;3.3;0;60;1.7;1.7;15
4205803;72.47;100;66.4;10.4;0;3.4;40;38.8;0.7;2.7;13
4205902;18.65;48.66;75.69;7.54;8.1;1.6;53.8;61.51;1.2;2.4;8
4206009;100;100;68.64;10.81;0;3.8;0;51.35;0;0;66
4206108;100;100;77.31;5.56;0;4.8;138.9;58.33;1.6;0;32
4206207;100;100;60.73;8.94;0;3.8;0;69.92;1.9;0;17
4206306;0;86.63;68.75;8.02;5.4;2.7;47.2;63.21;0;2.7;6
4206405;95.33;100;75.4;8.99;28.6;3.8;0;71.91;1;7.6;14
4206504;10.81;56.41;77.41;5.71;9.7;1.4;21.1;57.29;0.9;2.3;15
4206603;100;100;90.18;10.61;26.5;4.1;0;71.21;0;12.2;18
4206652;74.84;100;84.05;10.53;0;4.3;0;43.86;2.1;6.4;15
4206702;100;93.15;75.54;8.18;0;2.8;0;72.49;0;0.9;11
4206751;100;100;86.71;7.14;0;5.1;0;57.14;0;0;40
4206801;99.77;86.76;81.13;3.33;88.9;3;0;66.67;3;0;35
4206900;79;100;70.63;7.84;51.4;4;37.3;67.54;2.9;4.6;11
4207007;36.25;99.82;75.09;6.39;12.2;2.9;12;52.89;0.7;2.5;26
4207106;85.19;100;88.67;9.55;0;4;0;56.05;0.8;0;14
4207205;100;100;82.13;10.23;27.4;4.3;0;63.64;0.9;3.4;14
4207304;62.11;100;65.9;6;18.7;3.2;44.4;77.11;1.7;2.2;25
4207403;0;100;84.01;8.97;24.5;1.8;0;51.28;0;10.5;16
4207502;6.78;29.46;71.22;7.45;9.1;1.8;61.1;65.32;0.5;2.7;8
4207577;100;100;77.62;5.56;0;3.7;0;88.89;0;0;24
4207601;100;100;82.61;22.73;40;4.2;0;75;2.1;12.6;9
4207650;100;100;77.53;7.62;20.2;3.6;95.2;71.43;1.2;13.1;39
4207684;100;100;87.39;8.09;0;2.9;73.5;52.94;0;0;24
4207700;93.24;100;79.76;7.95;29.1;4.2;227.3;54.55;1.4;11.1;9
4207759;100;100;74.06;6.12;0;4.7;0;77.55;2.4;2.4;25
4207809;100;100;80.55;4.81;48.3;4.2;96.2;42.31;3.1;1;12
4207858;100;100;92.13;4.35;0;4.8;0;69.57;0;9.5;7
4207908;64.2;100;86.34;7.75;16.3;1.9;77.5;34.11;0;0;14
4208005;52.66;100;86.13;6.02;48.2;4.7;120.5;67.47;4.7;7.8;30
4208104;83.94;100;81.96;6.87;19.2;3.9;0;39.52;1;3.9;1
4208203;6.01;69.73;76.07;7.99;16.9;1.8;66;56.06;1.3;4.1;25
4208302;75.35;90.09;69.41;5.29;4.1;2.4;16;53.04;0.9;1.5;14
4208401;100;93.66;79.88;7.62;45.4;3.2;0;55.24;4.5;10.4;9
4208450;0;100;66.48;8.98;0;3.4;0;43.11;0.7;0;7
4208500;96.3;97.69;76.1;7.58;21.6;3.1;60.6;49.09;0.9;3.1;25
4208609;83.56;100;74.82;2.94;49.5;4.9;0;55.88;2.5;4.9;8
4208708;31.22;81.44;89.58;3.31;17;2.8;0;47.11;0.9;1.9;7
4208807;42.03;73.09;67.64;9.9;19.7;2.3;49.5;57.92;0.6;3.5;15
4208906;12.41;32.37;69.9;8.42;12.5;0.6;37.8;60.95;1.4;2.4;10
4208955;100;100;66.15;8.33;0;5.7;0;79.17;0;5.7;11
4209003;100;94.78;70.73;8.26;22.2;3;29.5;74.93;1.5;7.8;8
4209102;2.77;38.61;70.52;7.72;14.7;0.9;31.6;52.47;0.9;1.7;26
4209151;100;100;75.26;8.75;21.2;4.2;125;46.25;0;10.6;10
4209177;100;100;80.17;18.18;0;4.7;0;54.55;4.7;9.3;48
4209201;100;100;80.54;0;0;4.5;0;80;0;0;15
4209300;61.68;67.94;82.01;9.44;20.9;2.4;56.3;55.06;0.8;2.4;11
4209409;73.42;75.45;70.16;7.47;15.9;2.7;84.9;62.31;1;2.3;17
4209458;100;100;83.39;8.33;0;6.7;0;50;0;0;46
4209508;59.93;100;66.93;4.05;0;3.3;0;55.41;1.7;0;16
4209607;100;100;77.02;7.73;64.7;4.2;144.9;76.33;1.4;7;33
4209706;28.43;98.9;80.37;13.58;27;2.5;0;37.04;0.8;4.2;12
4209805;93.9;100;80.62;6.38;0;5.9;0;59.57;3;0;11
4209854;74;64.35;77.03;2;38.8;2.2;200;56;4.3;12.9;11
4209904;71.43;93.17;75.26;6.92;0;2;0;56.15;1;1;10
4210001;100;94.68;87.89;3.52;28.7;2.9;0;43.66;1;3.8;13
4210035;100;100;74.8;8.93;117.9;3.6;0;76.79;1.8;10.7;20
4210050;100;100;92.24;19.23;0;5.5;0;42.31;0;0;39
4210100;39.11;56.68;75.91;7.19;16.1;1.7;66.6;51.4;1.5;3.2;5
4210209;100;100;56.86;4.17;0;3;0;45.83;0;0;6
4210308;89.9;100;78.87;3.96;41.4;4;0;47.52;2.7;9.4;5
4210407;55.78;48.5;76.44;6.85;0;1.6;0;54.79;1.6;0;7
4210506;44.81;64.94;81.31;5.45;23.1;2.3;36.4;80.36;0.9;7.2;16
4210555;100;100;83.33;17.65;0;4.5;588.2;82.35;0;4.5;65
4210605;0;82.76;81.09;7.61;0;2.7;108.7;62.5;0;8.2;10
4210704;100;100;73.33;4.65;42.3;3.5;0;41.86;0;7;0
4210803;48.85;100;72.15;6.49;57.1;4.3;0;76.62;2.9;7.1;16
4210852;100;100;63.59;8.33;0;4;0;29.17;0;0;0
4210902;100;100;78.82;4.88;54.4;4.9;243.9;43.9;2.5;24.7;57
4211009;72.52;94.59;79.36;6.73;36.2;2.9;0;49.04;1;4.9;25
4211058;100;100;87.49;6.98;16.1;4.3;0;43.41;1.1;0;11
4211108;41.43;100;87.45;5.88;24;3.6;84;36.97;2.4;7.2;8
4211207;42.78;74.4;82.68;7.95;52.7;2.5;41.8;56.07;0.6;5.6;17
4211256;100;100;72.45;6.06;0;3.5;0;54.55;6.9;0;11
4211306;72.22;68.03;78.21;7.55;5.6;2;21.3;49.89;0.3;1.8;13
4211405;78.75;68.48;82.61;7.14;53.8;2.3;0;64.29;7;16.4;0
4211454;81.71;100;85.63;10.42;0;4.7;0;54.17;0;2.3;4
4211504;100;99.79;85.1;6.92;23;3.3;0;62.31;0.8;7.4;67
4211603;100;91.07;80.58;8.11;47.3;3;0;64.86;3.8;4.5;35
4211652;0;100;75.13;0;0;3.6;0;56.25;0;3.6;19
4211702;100;100;79.13;5.12;23.8;3.3;157.5;66.14;2.3;5.6;16
4211751;83.2;100;74.49;9.17;24.5;3.7;0;58.52;1.2;3.7;6
4211801;47.71;41.49;83.58;11.36;0;1.4;0;71.59;0;0;60
4211850;100;100;74.18;25;0;4.4;0;54.17;0;0;42
4211876;100;100;82.22;4.35;0;5.7;434.8;69.57;11.3;5.7;9
4211892;100;100;71.37;5.26;0;4.2;0;52.63;0;0;3
4211900;26.36;50.43;69.59;7.76;0;1.5;5;51.47;0.4;0.5;33
4212007;84.71;100;100.18;6.19;39.9;3.9;0;30.09;0;6.4;13
4212056;100;100;75.57;8;0;4.2;0;56;0;0;3
4212106;62.36;90.38;79.85;9.6;30.6;3.1;50.5;58.59;0.6;5;40
4212205;39.05;67.91;81.58;5.65;16.7;2.8;40.3;34.68;0.6;3.9;16
4212239;100;100;81.14;8;0;4.9;200;74;2.5;2.5;17
4212254;60.63;100;71.85;9.88;0;1.5;0;56.79;0;0;4
4212270;100;100;99.42;2.63;0;4.5;131.6;57.89;0;2.3;27
4212304;100;100;72.26;3.23;0;4.5;0;45.16;0;0;53
4212403;76.41;100;84.75;2.78;0;4.9;0;61.11;0;0;16
4212502;30.99;67.38;70.6;7.24;10.3;1.2;0;54.32;0.8;4.4;12
4212601;100;100;78.42;13.04;87;3.3;0;65.22;3.3;23.4;16
4212700;100;96.96;77.1;11.54;32.6;3.3;0;34.62;3.3;3.3;9
4212809;100;100;88.76;9.6;0;3.5;40;49.6;1.2;0;16
4212908;87.94;76.47;80.38;5.71;12.2;2.4;0;47.14;3.7;11;21
4213005;100;98.43;74.94;0;0;3.2;0;56.67;0;0;12
4213104;77.6;100;78.73;7.69;0;4.2;153.8;80;0;0;0
4213153;100;100;77.9;4.17;0;3.8;0;37.5;0;3.8;79
4213203;64.39;89.59;70.61;4.3;17.7;2.9;86;63.61;0.7;3.2;13
4213302;100;100;77.37;11.11;91.9;4.1;0;76.39;2;8.2;2
4213351;93.83;81.59;77.54;4.35;0;3;0;39.13;6.1;0;0
4213401;88.28;76.77;84.47;8.15;31.7;2.7;0;63.59;1.8;6.3;12
4213500;100;100;64.21;9.14;0;3.1;57.1;58.29;1.2;1.9;10
4213609;30.98;35.92;70;10.15;20.9;1.2;84.6;48.84;1.8;3.9;9
4213708;71.33;100;70.71;6.31;23;3.4;48.5;45.63;0.7;4.1;13
4213807;47.14;81.99;76.77;7.29;41.3;2.8;312.5;48.96;2.8;8.3;12
4213906;100;100;82.79;11.76;0;5.8;0;76.47;5.8;0;20
4214003;95.89;100;76.7;7.03;24.9;3.4;54.1;67.57;1.3;4;15
4214102;100;100;54.81;0;0;4.4;0;43.48;4.4;0;27
4214151;100;100;83.5;4;0;3.6;0;64;3.6;0;16
4214201;91.93;100;78.17;5.41;38.1;3.9;0;79.28;2;11.7;4
4214300;100;100;84.21;6.45;0;3.6;0;54.84;0;3.6;30
4214409;55.32;96.2;74.12;9.8;0;3.3;0;56.86;0;6.5;16
4214508;56.23;97.8;79.57;3.66;50.1;3.2;122;26.83;1.6;4.8;10
4214607;49.05;42.66;73.56;13.24;28.2;1.4;147.1;47.06;0;4.2;10
4214706;33.92;88.5;80.08;5.88;73.9;3.9;0;63.87;1;5.8;7
4214805;5.75;65.04;88.13;6.86;34.3;2;106.4;50;1.3;3.8;27
4214904;100;100;83.05;5;58.5;4.5;166.7;61.67;2.2;20.2;34
4215000;46.38;67.21;78.08;8.1;19.8;1.8;69;56.03;0.8;7.8;3
4215059;100;100;84.38;12;0;4.1;0;28;0;0;10
4215075;100;100;79.02;6.98;0;4.1;0;62.79;2.1;2.1;28
